"","PROVINCIA","CANTON","SE","NÃšM..CASOS"
"1592","Azuay","Cuenca",17,1
"1593","Azuay","Cuenca",27,1
"1594","Azuay","Cuenca",51,1
"1595","Azuay","Cuenca",29,1
"1596","Azuay","Cuenca",20,1
"1597","Azuay","Cuenca",34,1
"1598","Zamora Chinchipe","Zamora",6,1
"1599","Zamora Chinchipe","Zamora",3,1
"1600","Zamora Chinchipe","Zamora",18,1
"1601","Zamora Chinchipe","Zamora",50,1
"1602","Zamora Chinchipe","Zamora",15,1
"1603","Zamora Chinchipe","Zamora",38,1
"1604","Morona Santiago","Sucúa",2,1
"1605","Morona Santiago","Sucúa",18,1
"1606","Morona Santiago","Sucúa",4,1
"1607","Morona Santiago","Sucúa",13,1
"1608","Esmeraldas","Muisne",15,1
"1609","Esmeraldas","Muisne",31,1
"1610","Esmeraldas","Muisne",20,1
"1611","Esmeraldas","Muisne",28,1
"1612","Esmeraldas","Muisne",37,1
"1613","Esmeraldas","Muisne",11,1
"1614","Esmeraldas","Muisne",4,1
"1615","Esmeraldas","Muisne",10,1
"1616","Esmeraldas","Muisne",8,1
"1617","Esmeraldas","Muisne",34,1
"1618","Zamora Chinchipe","Chinchipe",18,1
"1619","Zamora Chinchipe","Chinchipe",17,1
"1620","Zamora Chinchipe","Chinchipe",38,1
"1621","Loja","Paltas",28,1
"1622","Loja","Paltas",27,1
"1623","Loja","Paltas",25,1
"1624","Manabí","Paján",46,1
"1625","Manabí","Paján",18,1
"1626","Manabí","Paján",12,1
"1627","Loja","Puyango",26,1
"1628","Loja","Puyango",23,1
"1629","Chimborazo","Riobamba",29,1
"1630","Chimborazo","Riobamba",26,1
"1631","Chimborazo","Riobamba",4,1
"1632","Chimborazo","Riobamba",16,1
"1633","Tungurahua","San Pedro de Pelileo",26,1
"1634","Tungurahua","San Pedro de Pelileo",23,1
"1635","Zamora Chinchipe","Yantzaza",30,1
"1636","Zamora Chinchipe","Yantzaza",19,1
"1637","Zamora Chinchipe","Yantzaza",45,1
"1638","Zamora Chinchipe","Yantzaza",11,1
"1639","Zamora Chinchipe","Yantzaza",20,1
"1640","Zamora Chinchipe","Yantzaza",50,1
"1641","Azuay","Sigsig",31,1
"1642","Azuay","Sigsig",28,1
