"","PROVINCIA","CANTON","SE","NÚM..CASOS"
"825","21","LAGO AGRIO",31,1
"826","21","LAGO AGRIO",47,1
"827","21","LAGO AGRIO",11,1
"828","21","LAGO AGRIO",18,1
"829","21","LAGO AGRIO",32,1
"830","21","LAGO AGRIO",50,1
"831","21","LAGO AGRIO",26,1
"832","21","LAGO AGRIO",34,1
"833","21","SHUSHUFINDI",46,1
"834","21","SHUSHUFINDI",19,1
"835","21","SHUSHUFINDI",22,1
"836","21","SHUSHUFINDI",42,1
"837","21","SHUSHUFINDI",16,1
"838","21","SHUSHUFINDI",47,1
"839","21","SHUSHUFINDI",31,1
"840","22","ORELLANA",27,1
"841","22","ORELLANA",47,1
"842","22","ORELLANA",51,1
"843","22","ORELLANA",33,1
"844","22","ORELLANA",23,1
"845","22","ORELLANA",48,1
"846","22","ORELLANA",45,1
"847","22","AGUARICO",26,1
"848","22","AGUARICO",20,1
"849","23","SANTO DOMINGO",5,1
"850","23","SANTO DOMINGO",37,1
"851","23","SANTO DOMINGO",38,1
"852","23","SANTO DOMINGO",52,1
"853","23","SANTO DOMINGO",30,1
"854","23","SANTO DOMINGO",32,1
"855","23","SANTO DOMINGO",35,1
"856","23","SANTO DOMINGO",2,1
"857","23","SANTO DOMINGO",29,1
"858","24","SANTA ELENA",23,1
"859","24","SANTA ELENA",7,1
"860","24","SANTA ELENA",4,1
"861","24","SANTA ELENA",52,1
"862","24","SANTA ELENA",11,1
"863","24","SANTA ELENA",5,1
"864","24","SANTA ELENA",50,1
"865","24","SANTA ELENA",34,1
"866","24","SANTA ELENA",31,1
"867","24","SANTA ELENA",35,1
"868","24","SANTA ELENA",49,1
"869","24","SANTA ELENA",27,1
"870","24","SANTA ELENA",47,1
"871","24","LA LIBERTAD",6,1
"872","24","LA LIBERTAD",8,1
"873","24","LA LIBERTAD",22,1
"874","24","LA LIBERTAD",42,1
"875","24","LA LIBERTAD",27,1
"876","24","LA LIBERTAD",40,1
"877","24","SALINAS",30,1
"878","24","SALINAS",4,1
"879","24","SALINAS",20,1
"880","24","SALINAS",52,1
"881","24","SALINAS",12,1
"882","24","SALINAS",45,1
"883","24","SALINAS",16,1
"884","24","SALINAS",24,1
"885","24","SALINAS",18,1
"886","3","LA TRONCAL",45,1
"887","3","LA TRONCAL",5,1
"888","3","LA TRONCAL",11,1
"889","3","LA TRONCAL",17,1
"890","3","LA TRONCAL",14,1
"891","3","LA TRONCAL",15,1
"892","3","LA TRONCAL",25,1
"893","3","LA TRONCAL",16,1
"894","3","LA TRONCAL",2,1
"895","3","LA TRONCAL",52,1
"896","3","LA TRONCAL",48,1
"897","3","LA TRONCAL",18,1
"898","3","LA TRONCAL",24,1
"899","3","LA TRONCAL",36,1
"900","3","LA TRONCAL",38,1
"901","3","LA TRONCAL",39,1
"902","3","LA TRONCAL",37,1
"903","3","LA TRONCAL",32,1
"904","3","LA TRONCAL",26,1
"905","3","LA TRONCAL",35,1
"906","5","LA MANA",21,1
"907","5","LA MANA",26,1
"908","5","LA MANA",12,1
"909","5","LA MANA",39,1
"910","5","LA MANA",50,1
"911","5","LA MANA",19,1
"912","5","LA MANA",13,1
"913","5","LA MANA",16,1
"914","5","LA MANA",23,1
"915","5","LA MANA",1,1
"916","5","LA MANA",8,1
"917","5","LA MANA",29,1
"918","5","LA MANA",18,1
"919","5","LA MANA",52,1
"920","5","PANGUA",13,1
"921","5","PANGUA",8,1
"922","5","PANGUA",3,1
"923","5","PANGUA",1,1
"924","5","PANGUA",4,1
"925","5","PANGUA",12,1
"926","5","PANGUA",11,1
"927","5","PUJILI",8,1
"928","5","PUJILI",38,1
"929","6","RIOBAMBA",4,1
"930","6","RIOBAMBA",26,1
"931","7","MACHALA",33,1
"932","7","MACHALA",47,1
"933","7","MACHALA",50,1
"934","7","MACHALA",8,1
"935","7","MACHALA",7,1
"936","7","MACHALA",37,1
"937","7","MACHALA",34,1
"938","7","MACHALA",51,1
"939","7","MACHALA",49,1
"940","7","ARENILLAS",14,1
"941","7","ARENILLAS",17,1
"942","7","ARENILLAS",20,1
"943","7","ARENILLAS",2,1
"944","7","ARENILLAS",9,1
"945","7","ARENILLAS",22,1
"946","7","ARENILLAS",26,1
"947","7","EL GUABO",13,1
"948","7","EL GUABO",16,1
"949","7","EL GUABO",6,1
"950","7","EL GUABO",26,1
"951","7","EL GUABO",20,1
"952","7","EL GUABO",2,1
"953","7","EL GUABO",7,1
"954","7","HUAQUILLAS",10,1
"955","7","HUAQUILLAS",20,1
"956","7","HUAQUILLAS",7,1
"957","7","HUAQUILLAS",32,1
"958","7","PASAJE",16,1
"959","7","PASAJE",24,1
"960","7","PASAJE",34,1
"961","7","PASAJE",25,1
"962","7","PASAJE",8,1
"963","7","PASAJE",28,1
"964","7","PASAJE",9,1
"965","7","PASAJE",27,1
"966","7","PASAJE",38,1
"967","7","PASAJE",22,1
"968","7","PASAJE",14,1
"969","7","PASAJE",29,1
"970","7","PASAJE",32,1
"971","7","PASAJE",1,1
"972","7","PASAJE",6,1
"973","7","PIÑAS",21,1
"974","7","PIÑAS",3,1
"975","7","PIÑAS",24,1
"976","7","PIÑAS",41,1
"977","7","PIÑAS",29,1
"978","7","SANTA ROSA",8,1
"979","7","SANTA ROSA",50,1
"980","7","SANTA ROSA",30,1
"981","7","SANTA ROSA",26,1
"982","7","SANTA ROSA",10,1
"983","7","SANTA ROSA",9,1
"984","7","SANTA ROSA",40,1
"985","7","SANTA ROSA",6,1
"986","7","SANTA ROSA",41,1
"987","7","SANTA ROSA",32,1
"988","7","ZARUMA",4,1
"989","7","ZARUMA",19,1
"990","7","ZARUMA",7,1
"991","7","ZARUMA",1,1
"992","7","ZARUMA",20,1
"993","7","ZARUMA",22,1
"994","7","ZARUMA",16,1
"995","8","ESMERALDAS",19,1
"996","8","ESMERALDAS",5,1
"997","8","ESMERALDAS",2,1
"998","8","ESMERALDAS",37,1
"999","8","ESMERALDAS",32,1
"1000","8","ESMERALDAS",21,1
"1001","8","ESMERALDAS",39,1
"1002","8","ESMERALDAS",48,1
"1003","8","ESMERALDAS",25,1
"1004","8","ESMERALDAS",28,1
"1005","8","ELOY ALFARO",36,1
"1006","8","ELOY ALFARO",8,1
"1007","8","ELOY ALFARO",9,1
"1008","8","ELOY ALFARO",28,1
"1009","8","MUISNE",31,1
"1010","8","MUISNE",14,1
"1011","8","QUININDE",46,1
"1012","8","QUININDE",23,1
"1013","8","QUININDE",28,1
"1014","8","QUININDE",52,1
"1015","8","QUININDE",44,1
"1016","8","QUININDE",32,1
"1017","8","QUININDE",42,1
"1018","8","QUININDE",41,1
"1019","8","QUININDE",12,1
"1020","8","QUININDE",29,1
"1021","8","QUININDE",49,1
"1022","8","QUININDE",14,1
"1023","8","QUININDE",9,1
"1024","8","SAN LORENZO",17,1
"1025","8","SAN LORENZO",8,1
"1026","8","SAN LORENZO",18,1
"1027","8","SAN LORENZO",32,1
"1028","8","SAN LORENZO",5,1
"1029","8","SAN LORENZO",51,1
"1030","8","SAN LORENZO",4,1
"1031","8","SAN LORENZO",16,1
"1032","8","ATACAMES",41,1
"1033","8","ATACAMES",33,1
"1034","8","ATACAMES",4,1
"1035","8","ATACAMES",51,1
"1036","8","ATACAMES",5,1
"1037","8","ATACAMES",39,1
"1038","8","ATACAMES",6,1
"1039","8","ATACAMES",2,1
"1040","8","ATACAMES",21,1
"1041","9","GUAYAQUIL",38,1
"1042","9","GUAYAQUIL",42,1
"1043","9","GUAYAQUIL",43,1
"1044","9","GUAYAQUIL",35,1
"1045","9","GUAYAQUIL",33,1
"1046","9","GUAYAQUIL",46,1
"1047","9","GUAYAQUIL",45,1
"1048","9","GUAYAQUIL",51,1
"1049","9","GUAYAQUIL",37,1
"1050","9","GUAYAQUIL",40,1
"1051","9","BALZAR",2,1
"1052","9","BALZAR",11,1
"1053","9","BALZAR",12,1
"1054","9","BALZAR",14,1
"1055","9","DAULE",49,1
"1056","9","DAULE",12,1
"1057","9","DURAN",13,1
"1058","9","DURAN",5,1
"1059","9","EMPALME",24,1
"1060","9","EMPALME",19,1
"1061","9","EMPALME",40,1
"1062","9","EMPALME",28,1
"1063","9","EMPALME",48,1
"1064","9","EMPALME",44,1
"1065","9","EMPALME",33,1
"1066","9","EMPALME",52,1
"1067","9","EMPALME",41,1
"1068","9","EMPALME",11,1
"1069","9","EMPALME",21,1
"1070","9","EMPALME",37,1
"1071","9","EMPALME",32,1
"1072","9","EMPALME",46,1
"1073","9","EMPALME",51,1
"1074","9","EMPALME",29,1
"1075","9","EMPALME",20,1
"1076","9","EL TRIUNFO",14,1
"1077","9","EL TRIUNFO",21,1
"1078","9","EL TRIUNFO",18,1
"1079","9","EL TRIUNFO",9,1
"1080","9","EL TRIUNFO",26,1
"1081","9","EL TRIUNFO",40,1
"1082","9","EL TRIUNFO",16,1
"1083","9","MILAGRO",3,1
"1084","9","MILAGRO",5,1
"1085","9","MILAGRO",29,1
"1086","9","MILAGRO",26,1
"1087","9","MILAGRO",52,1
"1088","9","MILAGRO",40,1
"1089","9","MILAGRO",21,1
"1090","9","MILAGRO",50,1
"1091","9","MILAGRO",49,1
"1092","9","MILAGRO",18,1
"1093","9","MILAGRO",28,1
"1094","9","MILAGRO",32,1
"1095","9","NARANJAL",14,1
"1096","9","NARANJAL",22,1
"1097","9","NARANJAL",40,1
"1098","9","NARANJAL",9,1
"1099","9","NARANJAL",8,1
"1100","9","NARANJAL",6,1
"1101","9","NARANJAL",23,1
"1102","9","NARANJAL",10,1
"1103","9","NARANJAL",16,1
"1104","9","NARANJAL",15,1
"1105","9","NARANJAL",5,1
"1106","9","NARANJAL",20,1
"1107","9","NARANJITO",16,1
"1108","9","NARANJITO",19,1
"1109","9","NARANJITO",23,1
"1110","9","NARANJITO",24,1
"1111","9","NARANJITO",46,1
"1112","9","NARANJITO",31,1
"1113","9","NARANJITO",21,1
"1114","9","NARANJITO",17,1
"1115","9","NARANJITO",12,1
"1116","9","NARANJITO",48,1
"1117","9","NARANJITO",15,1
"1118","9","SALITRE",50,1
"1119","9","SALITRE",12,1
"1120","9","SALITRE",21,1
"1121","9","SAN JACINTO DE YAGUACHI",10,1
"1122","9","SAN JACINTO DE YAGUACHI",12,1
"1123","9","SAN JACINTO DE YAGUACHI",21,1
"1124","9","SAN JACINTO DE YAGUACHI",51,1
"1125","9","SAN JACINTO DE YAGUACHI",31,1
"1126","9","SAN JACINTO DE YAGUACHI",17,1
"1127","9","SAN JACINTO DE YAGUACHI",26,1
"1128","9","SAN JACINTO DE YAGUACHI",11,1
"1129","9","SAN JACINTO DE YAGUACHI",28,1
"1130","9","SAN JACINTO DE YAGUACHI",24,1
"1131","9","SAN JACINTO DE YAGUACHI",9,1
"1132","9","SAN JACINTO DE YAGUACHI",25,1
